"날짜","종가","오픈","고가","저가","거래량","변동 %"
"2013년 12월 04일","240,500","245,000","245,500","235,500","201.82K","-0.62%"
"2013년 12월 03일","242,000","234,000","246,500","234,000","349.31K","4.09%"
"2013년 12월 02일","232,500","239,000","239,500","232,500","101.74K","-2.11%"
"2013년 12월 01일","237,500","237,500","237,500","237,500","-","0.00%"
"2013년 11월 29일","237,500","239,500","243,500","236,000","211.87K","0.85%"
"2013년 11월 28일","235,500","235,000","237,500","232,000","145.60K","0.43%"
"2013년 11월 27일","234,500","234,000","239,000","231,000","209.17K","0.43%"
"2013년 11월 26일","233,500","233,000","236,500","230,500","182.16K","0.65%"
"2013년 11월 25일","232,000","230,000","235,000","228,000","208.39K","2.88%"
"2013년 11월 22일","225,500","223,000","227,000","219,500","260.20K","4.88%"
"2013년 11월 21일","215,000","213,000","217,500","211,000","148.29K","1.42%"
"2013년 11월 20일","212,000","214,000","216,500","210,000","108.52K","-1.17%"
"2013년 11월 19일","214,500","214,500","219,000","213,000","150.82K","-0.46%"
"2013년 11월 18일","215,500","208,500","216,500","206,500","207.31K","4.61%"
"2013년 11월 15일","206,000","209,000","211,000","205,500","162.85K","-1.20%"
"2013년 11월 14일","208,500","204,000","212,500","204,000","192.15K","1.96%"
"2013년 11월 13일","204,500","207,500","209,000","201,000","250.73K","-0.73%"
"2013년 11월 12일","206,000","198,000","206,000","196,500","189.44K","5.10%"
"2013년 11월 11일","196,000","204,500","209,000","194,500","190.50K","-4.39%"
"2013년 11월 08일","205,000","208,500","208,500","203,500","121.25K","-1.91%"
"2013년 11월 07일","209,000","206,000","209,000","203,000","136.60K","0.97%"
"2013년 11월 06일","207,000","210,000","214,000","206,500","199.40K","-1.90%"
"2013년 11월 05일","211,000","209,000","211,500","206,000","135.36K","0.72%"
"2013년 11월 04일","209,500","211,000","212,500","207,000","141.03K","-0.24%"
"2013년 11월 01일","210,000","207,000","212,000","205,000","206.96K","2.19%"
"2013년 10월 31일","205,500","206,500","215,500","204,500","336.69K","-0.48%"
"2013년 10월 30일","206,500","208,000","210,000","205,000","180.44K","0.98%"
"2013년 10월 29일","204,500","200,000","206,500","200,000","183.75K","2.00%"
"2013년 10월 28일","200,500","201,500","202,000","195,500","111.61K","0.00%"
"2013년 10월 25일","200,500","202,000","204,500","198,500","125.37K","-0.74%"
"2013년 10월 24일","202,000","199,000","203,500","196,500","153.13K","2.28%"
"2013년 10월 23일","197,500","203,500","206,500","196,500","336.01K","-1.50%"
"2013년 10월 22일","200,500","193,000","200,500","193,000","281.72K","3.08%"
"2013년 10월 21일","194,500","195,000","195,500","192,500","114.37K","-0.26%"
"2013년 10월 18일","195,000","195,000","196,500","192,000","106.84K","0.52%"
"2013년 10월 17일","194,000","193,500","195,000","188,500","167.16K","0.78%"
"2013년 10월 16일","192,500","195,000","197,000","189,500","174.19K","-1.79%"
"2013년 10월 15일","196,000","198,500","199,000","195,000","133.43K","-0.76%"
"2013년 10월 14일","197,500","197,500","199,500","195,500","98.58K","0.00%"
"2013년 10월 11일","197,500","196,000","200,500","195,500","262.88K","1.80%"
"2013년 10월 10일","194,000","193,000","195,000","192,000","160.09K","1.57%"
"2013년 10월 08일","191,000","188,500","192,500","188,000","101.14K","1.06%"
"2013년 10월 07일","189,000","187,000","190,500","186,500","90.94K","0.53%"
"2013년 10월 04일","188,000","189,500","191,000","185,500","159.35K","-1.83%"
"2013년 10월 02일","191,500","192,500","195,000","191,500","176.82K","1.06%"
"2013년 10월 01일","189,500","189,500","194,500","187,000","144.55K","-0.79%"
"2013년 09월 30일","191,000","193,000","196,000","189,500","170.14K","-1.04%"
"2013년 09월 27일","193,000","193,000","196,500","192,000","202.81K","-0.52%"
"2013년 09월 26일","194,000","188,000","198,000","187,500","662.80K","3.74%"
"2013년 09월 25일","187,000","179,500","187,500","176,500","626.04K","5.65%"
"2013년 09월 24일","177,000","174,000","178,500","173,000","200.11K","1.72%"
"2013년 09월 23일","174,000","173,000","174,500","171,500","119.91K","1.16%"
"2013년 09월 17일","172,000","167,500","173,000","167,500","135.71K","1.78%"
"2013년 09월 16일","169,000","172,000","172,000","168,000","122.26K","-0.59%"
"2013년 09월 13일","170,000","168,500","171,000","168,500","103.87K","0.00%"
"2013년 09월 12일","170,000","170,000","171,500","167,000","163.17K","0.00%"
"2013년 09월 11일","170,000","170,000","171,000","168,000","97.42K","-0.29%"
"2013년 09월 10일","170,500","169,500","172,000","168,500","152.97K","1.19%"
"2013년 09월 09일","168,500","166,000","169,500","166,000","104.59K","1.51%"
"2013년 09월 06일","166,000","169,000","170,500","165,500","114.54K","-1.78%"
"2013년 09월 05일","169,000","167,000","170,500","166,000","109.44K","1.81%"
"2013년 09월 04일","166,000","167,500","168,000","165,500","65.53K","-0.60%"
"2013년 09월 03일","167,000","164,500","167,000","164,000","84.44K","2.14%"
"2013년 09월 02일","163,500","162,500","166,000","162,000","100.69K","0.93%"
"2013년 08월 30일","162,000","166,500","167,000","161,000","158.55K","-1.52%"
"2013년 08월 29일","164,500","166,000","168,000","164,000","106.35K","-1.20%"
"2013년 08월 28일","166,500","160,000","167,000","160,000","109.52K","1.52%"
"2013년 08월 27일","164,000","166,000","167,500","164,000","117.63K","-2.09%"
"2013년 08월 26일","167,500","163,000","168,000","163,000","121.22K","3.08%"
"2013년 08월 23일","162,500","163,500","165,000","162,000","120.99K","0.62%"
"2013년 08월 22일","161,500","163,000","163,500","160,000","153.33K","-2.12%"
"2013년 08월 21일","165,000","167,000","168,000","164,000","129.16K","-0.30%"
"2013년 08월 20일","165,500","169,500","171,000","165,500","207.43K","-3.22%"
"2013년 08월 19일","171,000","167,500","171,000","163,000","223.35K","1.18%"
"2013년 08월 16일","169,000","179,000","179,500","168,500","546.42K","-6.89%"
"2013년 08월 14일","181,500","184,000","185,000","178,000","280.41K","-1.09%"
"2013년 08월 13일","183,500","179,000","184,000","178,500","200.98K","2.51%"
"2013년 08월 12일","179,000","179,000","179,500","176,500","111.20K","0.28%"
"2013년 08월 09일","178,500","179,000","180,000","176,000","126.24K","0.00%"
"2013년 08월 08일","178,500","174,000","180,000","174,000","252.41K","2.88%"
"2013년 08월 07일","173,500","173,000","174,500","171,500","99.54K","0.58%"
"2013년 08월 06일","172,500","172,500","172,500","170,000","69.72K","0.29%"
"2013년 08월 05일","172,000","171,000","173,500","170,500","86.22K","0.88%"
"2013년 08월 02일","170,500","172,500","174,000","169,000","120.18K","-0.58%"
"2013년 08월 01일","171,500","169,500","174,000","169,500","101.77K","0.59%"
"2013년 07월 31일","170,500","172,000","172,500","170,000","92.36K","-0.87%"
"2013년 07월 30일","172,000","170,500","172,000","169,000","145.89K","1.78%"
"2013년 07월 29일","169,000","174,000","174,500","167,000","263.22K","-2.31%"
"2013년 07월 26일","173,000","174,000","176,000","171,000","287.90K","-1.98%"
"2013년 07월 25일","176,500","179,500","185,000","175,500","372.01K","-1.67%"
"2013년 07월 24일","179,500","176,500","180,000","176,000","89.55K","1.70%"
"2013년 07월 23일","176,500","176,000","179,000","175,000","111.94K","0.00%"
"2013년 07월 22일","176,500","179,500","180,500","174,000","189.37K","-1.67%"
"2013년 07월 19일","179,500","181,000","181,500","177,500","138.14K","-0.55%"
"2013년 07월 18일","180,500","176,500","180,500","176,000","202.45K","2.27%"
"2013년 07월 17일","176,500","177,500","178,500","174,500","94.22K","-0.28%"
"2013년 07월 16일","177,000","176,500","179,000","175,500","135.35K","0.57%"
"2013년 07월 15일","176,000","175,500","176,000","173,000","85.66K","0.28%"
"2013년 07월 12일","175,500","175,000","176,000","173,000","115.71K","0.29%"
"2013년 07월 11일","175,000","176,000","176,000","173,500","128.83K","0.57%"
"2013년 07월 10일","174,000","172,500","175,000","170,500","162.79K","1.16%"
"2013년 07월 09일","172,000","174,000","175,500","169,500","184.58K","-0.86%"
"2013년 07월 08일","173,500","174,500","176,500","173,000","188.37K","0.29%"
"2013년 07월 05일","173,000","171,000","174,000","169,000","225.57K","2.37%"
"2013년 07월 04일","169,000","171,500","172,500","167,500","122.43K","-0.59%"
"2013년 07월 03일","170,000","169,500","173,000","168,500","250.45K","0.29%"
"2013년 07월 02일","169,500","168,000","171,500","166,500","209.96K","1.19%"
"2013년 07월 01일","167,500","161,000","169,000","160,500","287.07K","3.40%"
"2013년 06월 28일","162,000","161,000","163,000","159,000","153.02K","1.25%"
"2013년 06월 27일","160,000","157,500","160,500","156,500","173.96K","3.23%"
"2013년 06월 26일","155,000","155,000","156,000","151,000","130.14K","1.97%"
"2013년 06월 25일","152,000","155,000","159,000","151,000","183.26K","-2.88%"
"2013년 06월 24일","156,500","160,000","161,500","156,500","145.49K","-0.63%"
"2013년 06월 21일","157,500","158,000","159,000","153,500","193.16K","-2.78%"
"2013년 06월 20일","162,000","160,000","164,500","159,000","172.16K","0.00%"
"2013년 06월 19일","162,000","160,000","163,500","159,500","267.70K","3.51%"
"2013년 06월 18일","156,500","156,500","159,000","154,000","103.70K","0.00%"
"2013년 06월 17일","156,500","157,000","159,500","152,000","94.23K","-0.32%"
"2013년 06월 14일","157,000","159,500","160,000","156,000","105.37K","-0.32%"
"2013년 06월 13일","157,500","157,500","163,500","156,500","332.52K","0.64%"
"2013년 06월 12일","156,500","154,500","158,000","154,000","120.23K","-0.32%"
"2013년 06월 11일","157,000","157,500","160,500","155,500","166.88K","-0.32%"
"2013년 06월 10일","157,500","152,500","158,000","152,500","133.72K","3.62%"
"2013년 06월 07일","152,000","155,000","156,500","149,500","213.55K","-2.88%"
"2013년 06월 05일","156,500","158,000","159,000","155,500","92.03K","-1.57%"
"2013년 06월 04일","159,000","159,500","160,000","155,000","130.45K","0.32%"
"2013년 06월 03일","158,500","158,000","160,500","157,500","164.61K","0.96%"
"2013년 05월 31일","157,000","161,000","162,500","155,000","268.12K","-1.57%"
"2013년 05월 30일","159,500","162,500","163,500","157,500","223.95K","-1.54%"
"2013년 05월 29일","162,000","169,000","169,500","161,500","424.99K","-3.86%"
"2013년 05월 28일","168,500","171,500","173,000","168,000","126.16K","-0.59%"
"2013년 05월 27일","169,500","166,500","172,000","166,500","132.37K","1.19%"
"2013년 05월 24일","167,500","167,000","170,500","166,000","230.24K","0.90%"
"2013년 05월 23일","166,000","171,500","173,000","165,500","349.38K","-4.32%"
"2013년 05월 22일","173,500","177,500","178,000","170,500","457.26K","-2.80%"
"2013년 05월 21일","178,500","179,500","180,500","176,000","135.36K","0.56%"
"2013년 05월 20일","177,500","176,000","181,500","175,000","249.88K","1.72%"
"2013년 05월 16일","174,500","179,000","180,000","174,500","275.36K","-1.41%"
"2013년 05월 15일","177,000","172,500","177,500","170,500","397.82K","3.21%"
"2013년 05월 14일","171,500","171,500","173,000","169,500","182.45K","0.00%"
"2013년 05월 13일","171,500","168,000","172,000","167,500","239.07K","3.31%"
"2013년 05월 10일","166,000","170,000","172,500","166,000","349.72K","0.00%"
"2013년 05월 09일","166,000","169,000","170,000","164,000","236.25K","-0.90%"
"2013년 05월 08일","167,500","169,000","173,000","167,000","208.00K","-0.89%"
"2013년 05월 07일","169,000","172,000","173,000","168,000","181.38K","-1.74%"
"2013년 05월 06일","172,000","174,000","174,500","171,000","206.06K","-1.15%"
"2013년 05월 03일","174,000","164,500","174,000","163,500","384.40K","6.75%"
"2013년 05월 02일","163,000","165,000","165,500","162,000","169.38K","-1.81%"
"2013년 04월 30일","166,000","164,500","168,000","163,000","227.55K","1.84%"
"2013년 04월 29일","163,000","166,500","167,000","160,500","271.96K","-1.51%"
"2013년 04월 26일","165,500","167,500","170,000","165,000","170.68K","-0.60%"
"2013년 04월 25일","166,500","165,500","168,500","164,000","190.10K","0.60%"
"2013년 04월 24일","165,500","170,000","171,000","165,000","242.76K","-1.49%"
"2013년 04월 23일","168,000","167,500","173,000","167,500","330.17K","0.60%"
"2013년 04월 22일","167,000","167,500","169,500","166,000","351.20K","0.60%"
"2013년 04월 19일","166,000","158,000","168,500","156,000","729.93K","5.73%"
"2013년 04월 18일","157,000","152,500","158,000","151,000","411.47K","2.61%"
"2013년 04월 17일","153,000","145,500","153,500","145,000","356.67K","5.88%"
"2013년 04월 16일","144,500","145,500","147,000","144,500","185.75K","-2.03%"
"2013년 04월 15일","147,500","147,000","148,500","144,500","138.57K","0.68%"
"2013년 04월 12일","146,500","149,000","151,000","146,500","179.04K","-0.68%"
"2013년 04월 11일","147,500","147,000","148,500","144,500","172.62K","0.68%"
"2013년 04월 10일","146,500","145,500","148,500","144,000","217.25K","0.69%"
"2013년 04월 09일","145,500","144,500","146,500","138,500","375.44K","-0.68%"
"2013년 04월 08일","146,500","151,500","152,500","145,000","326.20K","-3.93%"
"2013년 04월 05일","152,500","156,000","158,000","152,000","231.85K","-1.93%"
"2013년 04월 04일","155,500","154,500","156,500","151,500","246.66K","0.00%"
"2013년 04월 03일","155,500","159,500","160,000","154,500","215.39K","-1.27%"
"2013년 04월 02일","157,500","159,000","161,000","157,000","218.21K","-0.63%"
"2013년 04월 01일","158,500","157,000","161,000","156,500","231.80K","0.96%"
"2013년 03월 29일","157,000","157,000","159,500","155,000","249.89K","1.29%"
"2013년 03월 28일","155,000","156,500","158,000","153,000","218.17K","-1.27%"
"2013년 03월 27일","157,000","155,500","157,000","151,000","457.17K","0.00%"
"2013년 03월 26일","157,000","158,500","159,500","156,500","245.41K","-0.95%"
"2013년 03월 25일","158,500","155,000","159,000","154,000","382.48K","2.26%"
"2013년 03월 22일","155,000","150,500","156,000","149,000","502.83K","2.65%"
"2013년 03월 21일","151,000","146,500","151,000","145,000","399.89K","4.14%"
"2013년 03월 20일","145,000","145,000","146,500","144,500","111.64K","-0.68%"
"2013년 03월 19일","146,000","146,500","147,000","144,500","141.43K","0.00%"
"2013년 03월 18일","146,000","145,000","147,500","143,500","191.29K","0.69%"
"2013년 03월 15일","145,000","148,000","148,500","145,000","186.17K","-1.69%"
"2013년 03월 14일","147,500","147,000","148,500","144,500","191.23K","0.34%"
"2013년 03월 13일","147,000","144,000","148,000","143,000","307.52K","2.08%"
"2013년 03월 12일","144,000","140,000","146,500","140,000","356.29K","3.60%"
"2013년 03월 11일","139,000","140,500","140,500","136,000","222.17K","-1.42%"
"2013년 03월 08일","141,000","140,000","141,500","138,500","136.99K","0.71%"
"2013년 03월 07일","140,000","142,500","142,500","138,000","235.08K","-2.10%"
"2013년 03월 06일","143,000","144,500","145,500","140,500","220.44K","0.00%"
"2013년 03월 05일","143,000","146,000","147,500","142,500","191.99K","-1.72%"
"2013년 03월 04일","145,500","143,500","146,500","142,500","278.63K","1.75%"
"2013년 02월 28일","143,000","144,000","144,500","141,500","240.72K","-0.69%"
"2013년 02월 27일","144,000","141,000","145,500","140,500","388.70K","2.49%"
"2013년 02월 26일","140,500","139,000","142,000","138,500","155.54K","0.36%"
"2013년 02월 25일","140,000","143,000","143,500","139,000","187.80K","-1.41%"
"2013년 02월 22일","142,000","140,000","144,000","139,000","287.58K","1.07%"
"2013년 02월 21일","140,500","139,000","141,000","138,500","181.33K","0.72%"
"2013년 02월 20일","139,500","137,500","140,500","137,000","418.19K","2.20%"
"2013년 02월 19일","136,500","133,500","137,500","133,500","305.59K","2.25%"
"2013년 02월 18일","133,500","134,000","134,500","131,000","170.59K","-0.74%"
"2013년 02월 15일","134,500","135,000","136,500","132,000","249.11K","0.37%"
"2013년 02월 14일","134,000","134,000","137,000","133,000","260.14K","0.00%"
"2013년 02월 13일","134,000","132,000","134,500","131,000","188.62K","0.75%"
"2013년 02월 12일","133,000","133,500","134,500","132,500","247.58K","0.38%"
"2013년 02월 08일","132,500","128,000","133,500","128,000","403.33K","3.11%"
"2013년 02월 07일","128,500","128,500","129,500","127,000","261.01K","0.39%"
"2013년 02월 06일","128,000","131,500","131,500","125,000","970.10K","-3.40%"
"2013년 02월 05일","132,500","140,500","142,500","131,500","727.70K","-3.64%"
"2013년 02월 04일","137,500","141,000","142,000","137,500","177.31K","-1.79%"
"2013년 02월 01일","140,000","137,500","140,500","135,000","278.76K","1.45%"
"2013년 01월 31일","138,000","143,500","145,500","137,500","517.23K","-4.83%"
"2013년 01월 30일","145,000","145,000","145,000","142,000","169.33K","-0.34%"
"2013년 01월 29일","145,500","142,000","145,500","141,500","185.95K","1.75%"
"2013년 01월 28일","143,000","152,000","152,000","141,500","349.48K","-4.98%"
"2013년 01월 25일","150,500","152,500","154,500","147,500","329.21K","-0.33%"
"2013년 01월 24일","151,000","150,500","153,000","148,500","317.22K","0.67%"
"2013년 01월 23일","150,000","146,500","152,000","146,500","459.98K","3.09%"
"2013년 01월 22일","145,500","145,000","146,500","141,000","322.49K","0.00%"
"2013년 01월 21일","145,500","142,500","146,000","141,000","383.48K","2.46%"
"2013년 01월 18일","142,000","144,000","144,500","141,000","154.46K","-0.70%"
"2013년 01월 17일","143,000","144,000","145,000","141,500","206.87K","0.35%"
"2013년 01월 16일","142,500","142,000","144,000","140,500","172.87K","0.71%"
"2013년 01월 15일","141,500","148,000","148,500","141,000","338.05K","-3.74%"
"2013년 01월 14일","147,000","143,500","147,000","142,000","323.55K","3.52%"
"2013년 01월 11일","142,000","142,500","146,000","141,000","364.46K","0.00%"
"2013년 01월 10일","142,000","145,000","145,000","139,000","703.64K","-3.73%"
"2013년 01월 09일","147,500","155,500","155,500","145,000","704.24K","-4.53%"
"2013년 01월 08일","154,500","157,000","157,000","153,000","176.50K","-1.59%"
"2013년 01월 07일","157,000","160,000","161,000","156,000","215.04K","-0.95%"
"2013년 01월 04일","158,500","156,500","161,500","156,000","332.87K","2.26%"
"2013년 01월 03일","155,000","155,500","157,000","152,000","208.31K","0.65%"
"2013년 01월 02일","154,000","153,000","156,500","152,000","221.28K","2.33%"
"2012년 12월 28일","150,500","147,000","152,000","146,500","323.00K","3.44%"
"2012년 12월 27일","145,500","147,500","149,500","142,500","311.34K","-1.02%"
"2012년 12월 26일","147,000","150,000","152,000","147,000","220.91K","-1.34%"
"2012년 12월 24일","149,000","151,000","153,500","149,000","204.31K","-0.67%"
"2012년 12월 21일","150,000","149,000","152,000","148,500","260.86K","1.69%"
"2012년 12월 20일","147,500","157,000","157,000","146,500","491.01K","-6.05%"
"2012년 12월 18일","157,000","160,500","162,500","154,000","316.81K","-0.63%"
"2012년 12월 17일","158,000","165,500","167,500","158,000","257.63K","-4.24%"
"2012년 12월 14일","165,000","165,500","171,500","163,500","426.48K","0.00%"
"2012년 12월 13일","165,000","155,500","165,000","155,500","410.66K","5.77%"
"2012년 12월 12일","156,000","157,500","157,500","152,500","189.75K","0.00%"
"2012년 12월 11일","156,000","156,500","158,000","154,500","210.36K","0.00%"
"2012년 12월 10일","156,000","152,500","157,500","151,500","358.08K","4.35%"
"2012년 12월 07일","149,500","144,000","150,000","144,000","375.40K","3.82%"
"2012년 12월 06일","144,000","147,000","150,500","143,500","319.94K","-2.04%"
"2012년 12월 05일","147,000","158,000","158,500","141,000","883.14K","-7.26%"
"2012년 12월 04일","158,500","162,000","165,000","157,500","233.54K","-1.86%"
"2012년 12월 03일","161,500","161,000","164,000","161,000","174.11K","0.00%"
"2012년 11월 30일","161,500","163,000","165,000","160,000","221.55K","-2.12%"
"2012년 11월 29일","165,000","168,000","168,000","162,000","197.78K","-0.90%"
"2012년 11월 28일","166,500","168,000","170,500","166,000","189.44K","0.00%"
"2012년 11월 27일","166,500","166,000","168,500","164,000","200.37K","1.22%"
"2012년 11월 26일","164,500","166,000","169,000","164,500","245.67K","0.92%"
"2012년 11월 23일","163,000","160,500","164,500","159,500","253.60K","2.19%"
"2012년 11월 22일","159,500","160,000","160,500","156,500","172.37K","0.63%"
"2012년 11월 21일","158,500","166,000","166,500","157,000","380.44K","-4.52%"
"2012년 11월 20일","166,000","160,500","167,500","158,500","574.22K","6.41%"
"2012년 11월 19일","156,000","158,500","161,000","156,000","317.68K","0.00%"
"2012년 11월 16일","156,000","160,500","163,000","154,000","492.98K","-4.00%"
"2012년 11월 15일","162,500","156,500","163,000","154,000","592.14K","1.88%"
"2012년 11월 14일","159,500","169,500","170,500","156,000","928.02K","-5.62%"
"2012년 11월 13일","169,000","173,000","176,000","167,000","443.37K","-0.88%"
"2012년 11월 12일","170,500","178,500","179,500","169,000","706.18K","-4.48%"
"2012년 11월 09일","178,500","185,500","186,500","174,000","888.98K","-3.77%"
"2012년 11월 08일","185,500","206,000","206,500","183,500","1.78M","-12.91%"
"2012년 11월 07일","213,000","218,500","220,500","211,500","347.63K","0.71%"
"2012년 11월 06일","211,500","204,500","211,500","203,500","157.58K","3.93%"
"2012년 11월 05일","203,500","208,500","208,500","203,000","147.03K","-2.16%"
"2012년 11월 02일","208,000","207,500","208,500","206,000","122.81K","1.71%"
"2012년 11월 01일","204,500","210,000","211,500","202,000","280.51K","-2.15%"
"2012년 10월 31일","209,000","211,000","214,500","208,500","164.10K","-1.18%"
"2012년 10월 30일","211,500","204,000","214,000","204,000","226.85K","3.68%"
"2012년 10월 29일","204,000","204,500","207,000","202,500","128.59K","0.74%"
"2012년 10월 26일","202,500","206,000","209,500","202,500","150.45K","-1.94%"
"2012년 10월 25일","206,500","207,500","212,000","206,000","138.96K","-0.48%"
"2012년 10월 24일","207,500","200,500","209,000","200,500","195.31K","1.22%"
"2012년 10월 23일","205,000","209,000","211,000","205,000","215.94K","-1.68%"
"2012년 10월 22일","208,500","208,000","211,000","205,000","287.81K","-2.34%"
"2012년 10월 19일","213,500","217,500","217,500","210,000","252.92K","-1.84%"
"2012년 10월 18일","217,500","224,000","227,000","216,000","262.78K","-2.90%"
"2012년 10월 17일","224,000","219,000","224,500","217,000","270.52K","3.70%"
"2012년 10월 16일","216,000","211,000","216,000","205,500","278.74K","2.61%"
"2012년 10월 15일","210,500","216,000","219,500","205,000","398.60K","-3.88%"
"2012년 10월 12일","219,000","216,500","221,000","215,000","263.64K","1.86%"
"2012년 10월 11일","215,000","212,500","218,500","212,500","304.58K","-0.46%"
"2012년 10월 10일","216,000","222,000","222,500","215,500","368.55K","-3.79%"
"2012년 10월 09일","224,500","237,500","238,000","224,000","508.41K","-6.07%"
"2012년 10월 08일","239,000","242,000","245,500","235,000","248.34K","-2.05%"
"2012년 10월 05일","244,000","241,500","248,500","239,500","243.61K","1.24%"
"2012년 10월 04일","241,000","238,500","241,500","237,500","172.65K","2.34%"
"2012년 10월 02일","235,500","240,500","243,000","235,500","149.81K","-0.84%"
"2012년 09월 28일","237,500","240,500","242,500","233,500","300.57K","-1.04%"
"2012년 09월 27일","240,000","246,000","254,000","236,500","481.22K","-1.23%"
"2012년 09월 26일","243,000","248,000","251,500","240,500","295.95K","-2.80%"
"2012년 09월 25일","250,000","259,000","260,500","249,500","240.76K","-3.10%"
"2012년 09월 24일","258,000","255,500","260,000","253,000","141.38K","0.98%"
"2012년 09월 21일","255,500","260,500","263,000","252,000","245.84K","-0.20%"
"2012년 09월 20일","256,000","252,500","261,500","252,500","176.99K","0.79%"
"2012년 09월 19일","254,000","256,000","257,000","251,000","161.84K","-0.78%"
"2012년 09월 18일","256,000","250,000","257,000","250,000","271.05K","2.40%"
"2012년 09월 17일","250,000","268,000","268,500","250,000","513.89K","-6.72%"
"2012년 09월 14일","268,000","267,000","269,000","261,500","295.16K","0.94%"
"2012년 09월 13일","265,500","267,500","270,500","260,000","382.31K","-1.67%"
"2012년 09월 12일","270,000","272,000","272,000","261,000","282.50K","-0.74%"
"2012년 09월 11일","272,000","269,000","275,500","265,500","247.97K","1.87%"
"2012년 09월 10일","267,000","284,000","284,500","265,500","517.81K","-6.81%"
"2012년 09월 07일","286,500","282,000","288,000","281,000","313.11K","2.32%"
"2012년 09월 06일","280,000","274,000","281,000","273,500","365.69K","4.09%"
"2012년 09월 05일","269,000","271,000","272,000","265,000","224.04K","0.37%"
"2012년 09월 04일","268,000","265,000","277,500","265,000","403.39K","1.52%"
"2012년 09월 03일","264,000","258,000","265,000","257,500","337.32K","4.55%"
"2012년 08월 31일","252,500","254,500","256,000","252,500","138.71K","-0.79%"
"2012년 08월 30일","254,500","256,500","257,000","250,500","172.11K","-0.20%"
"2012년 08월 29일","255,000","257,000","258,000","249,000","258.16K","0.79%"
"2012년 08월 28일","253,000","245,500","254,500","245,500","287.96K","3.27%"
"2012년 08월 27일","245,000","244,000","247,000","242,500","173.50K","0.82%"
"2012년 08월 24일","243,000","245,000","246,000","239,000","241.70K","-2.21%"
"2012년 08월 23일","248,500","247,000","249,000","245,500","112.44K","1.22%"
"2012년 08월 22일","245,500","246,500","248,500","242,500","113.50K","1.03%"
"2012년 08월 21일","243,000","246,000","247,500","242,000","146.80K","-0.61%"
"2012년 08월 20일","244,500","241,000","249,000","241,000","190.68K","1.88%"
"2012년 08월 17일","240,000","239,500","242,500","236,000","205.10K","0.84%"
"2012년 08월 16일","238,000","231,000","239,000","230,500","251.67K","3.48%"
"2012년 08월 14일","230,000","230,000","234,500","228,500","158.93K","0.44%"
"2012년 08월 13일","229,000","223,000","230,000","222,000","263.91K","2.46%"
"2012년 08월 10일","223,500","228,500","230,000","221,000","256.98K","-1.97%"
"2012년 08월 09일","228,000","223,500","229,500","218,500","386.24K","1.79%"
"2012년 08월 08일","224,000","236,500","241,000","221,500","701.67K","-4.68%"
"2012년 08월 07일","235,000","233,500","238,500","228,500","188.77K","0.86%"
"2012년 08월 06일","233,000","238,500","238,500","231,000","136.77K","-0.21%"
"2012년 08월 03일","233,500","232,000","235,500","229,000","156.12K","0.00%"
"2012년 08월 02일","233,500","231,000","237,000","230,500","259.63K","2.19%"
"2012년 08월 01일","228,500","222,500","229,000","222,500","156.40K","2.01%"
"2012년 07월 31일","224,000","224,000","226,000","219,000","221.14K","-0.22%"
"2012년 07월 30일","224,500","226,000","230,000","223,000","360.46K","2.05%"
"2012년 07월 27일","220,000","216,000","221,500","213,000","248.66K","3.77%"
"2012년 07월 26일","212,000","207,000","213,000","205,500","258.35K","3.16%"
"2012년 07월 25일","205,500","208,000","215,000","205,000","296.00K","-2.14%"
"2012년 07월 24일","210,000","210,000","216,500","208,000","264.27K","-1.18%"
"2012년 07월 23일","212,500","214,000","214,000","207,000","305.05K","-1.85%"
"2012년 07월 20일","216,500","206,500","216,500","203,500","419.10K","6.65%"
"2012년 07월 19일","203,000","212,500","216,000","203,000","449.57K","-2.40%"
"2012년 07월 18일","208,000","225,500","226,000","207,000","672.99K","-6.31%"
"2012년 07월 17일","222,000","212,000","225,000","210,500","490.77K","6.22%"
"2012년 07월 16일","209,000","221,500","226,500","208,000","622.94K","-6.70%"
"2012년 07월 13일","224,000","218,500","224,000","217,000","552.94K","2.99%"
"2012년 07월 12일","217,500","235,500","237,500","217,000","705.02K","-8.42%"
"2012년 07월 11일","237,500","243,500","247,500","234,000","296.43K","-3.46%"
"2012년 07월 10일","246,000","246,500","250,500","242,500","190.45K","1.03%"
"2012년 07월 09일","243,500","253,500","254,000","242,000","353.52K","-5.25%"
"2012년 07월 06일","257,000","272,500","274,500","255,500","373.98K","-5.69%"
"2012년 07월 05일","272,500","273,500","278,000","270,000","123.61K","-0.55%"
"2012년 07월 04일","274,000","277,500","281,000","273,000","143.73K","-1.79%"
"2012년 07월 03일","279,000","278,000","281,000","275,500","152.82K","2.76%"
"2012년 07월 02일","271,500","269,000","276,500","265,500","198.84K","-0.55%"
"2012년 06월 29일","273,000","267,000","273,000","267,000","219.06K","3.41%"
"2012년 06월 28일","264,000","276,000","276,500","263,500","204.89K","-3.12%"
"2012년 06월 27일","272,500","280,500","282,500","265,000","325.10K","-2.68%"
"2012년 06월 26일","280,000","285,000","286,500","277,500","273.72K","-2.27%"
"2012년 06월 25일","286,500","281,500","287,500","274,500","382.18K","3.99%"
"2012년 06월 22일","275,500","274,000","279,000","272,000","390.46K","1.66%"
"2012년 06월 21일","271,000","273,000","276,000","270,500","221.77K","0.37%"
